text,isAddress,block_num,left_top,right_bot
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(82, 2051)","(1539, 2143)"
text,isAddress,block_num,left_top,right_bot
"C.H. Robinson International, Inc. Correspondence Address:  680 Knox St Ste 210  TORRANCE, CA 90502-1325  United States  T: +1 (866) 802-9711 F: +1 (310) 763-6085",1,0,"(164, 65)","(734, 256)"
FMC License # 3282 CHB License # 11502 Date: 21-Nov-22 Page 1 of 2,0,0,"(1403, 102)","(1633, 225)"
"Delivery Order  The Merchandise described below will be delivered as follows:  To: NGL Transportation LLC 5090 W Camelback Rd  ‘Attn: Glendale, AZ 85301-7611  Telephone: +1 (623) 930-0932 Fax: +1 (623) 937-2576 United States  From: Janet Luo  PICK-UP / LOADING REFERENCES  Berth 233 Terminal Island Contact: dock ICHR #: 415348557  582 Tuna Street Telephone: 3102411760 Carrier: Evergreen Shipping Agency (America) Corporation TERMINAL ISLAND, CA 90731 Fax: +1 (310) 521-0893 \Vessel/Voyage: EVER LUCENT/0132-054E United States ETA: 03-Dec-22, 16:00 Master B/L #: EGLV003202822376 DELIVERY TO House B/L #: 415348557TPE  bargain store equipment Contact: receiving  209 s 23rd st Telephone: 6022308122  Phoenix, AZ 85034 Fax:  United States Scheduling: Open  Driver Work: No Touch  Shipment Details  Container - Seal Type Last Free Day PU # Appt Date Chassis Hot Marks and Numbers Packages Description of Packages and Goods Gross Weight Volume MAGU5376103 - 40FT No No EMCMGM8492 BSE(IN DIA.) 1 40FT K/D FURNITURE & PARTS 40,735.71 LB 1,784.45 CFT C/NO. & TORSO FORM MADE IN TAIWAN R.O.C. HS CODE:940389/961800 940360/392690/940390/940520 1165 CTN Charges Send Invoices To: CHRW INTL Dray Payables PO BOX 5550  CORALVILLE, IA 52241 LoadDocs@CHRobinson.com",0,37,"(55, 314)","(1643, 1376)"
"Remark ‘To ensure prompt payment, an invoice must accompany all billing with the Carrier Name and CHR #.",0,38,"(56, 1395)","(1057, 1462)"
"Thank you, Janet Luo",0,38,"(55, 1482)","(181, 1538)"
Email: Janet.Luo@chrobinson.com,0,38,"(57, 1562)","(409, 1592)"
Authorized Signature  DO NOT USE AS PROOF OF DELIVERY,0,45,"(55, 1930)","(1319, 2045)"
text,isAddress,block_num,left_top,right_bot
"OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703 TEL: (602) 275-9500 EMAIL: dyoung.phx@oecgroup.com  PICK-UP & DELIVERY INSTRUCTION",1,0,"(356, 59)","(1346, 287)"
"To Trucking Co.  NGL TRANSPORTATION (ARIZONA) 6602 W. GRANTST. PHOENIX, AZ 85043 DELIVERY ORDER TEL :623-930-0932 DSP.PHX@NGLTRANS.COM Pick-Up At : FENIX MARINE TERMINAL- FIRMS CODE Y257 614 TERMINAL WAY TERMINAL ISLAND, CA 90731, UNITED STATES OF AMERICA IMPORT CSR TEL :310-548-8815 u.import@fmslax.com Deliver To :  VIP PRODUCTS - AZ WHSE  13685 W. Test Dr.  GOODYEAR AZ 85338  NOAH NAGLE/ WHSE MGR TEL:602-799-0227 azloads@vipproducts.com",1,10,"(83, 300)","(835, 923)"
Date,0,2,"(851, 305)","(924, 340)"
By Deborah Young,0,3,"(1247, 308)","(1452, 378)"
11/04/2022,0,2,"(861, 356)","(1003, 390)"
Commodity,0,4,"(851, 407)","(1008, 451)"
Total Pkgs. 1099 CTN 40HQ x1,0,5,"(1247, 412)","(1395, 506)"
PET TOYS THIS SHIPMENT CONTAINS NO WOOD PACKING MATERIALS. CY TO DOOR,0,4,"(860, 461)","(1222, 503)"
Pick-Up Ref. No. 2373 AZ,0,7,"(853, 517)","(1063, 590)"
Pick-Up Contact,0,8,"(1247, 518)","(1457, 554)"
Pick-Up Date/Time,0,9,"(853, 625)","(1087, 662)"
Delivery Ref. No. OERT203720L00759,0,11,"(850, 728)","(1113, 802)"
Delivery Contact,0,12,"(1244, 728)","(1463, 770)"
Delivery Date/Time,0,13,"(850, 834)","(1092, 875)"
Last Free Day,0,14,"(1247, 834)","(1422, 873)"
"Bill To:  OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703  TEL : (602) 275-9500",1,15,"(85, 944)","(458, 1104)"
Billing Reference No.,0,16,"(850, 939)","(1120, 982)"
Carrier,0,17,"(1247, 944)","(1345, 974)"
XMOOI222839,0,16,"(861, 994)","(1045, 1026)"
CMA-CGM (AMERICA),0,17,"(1255, 1002)","(1530, 1036)"
Master B/L No,0,18,"(853, 1050)","(1035, 1082)"
Vessel & Voyage No,0,19,"(1245, 1048)","(1502, 1092)"
CMDUXIA1068719,0,18,"(861, 1104)","(1089, 1138)"
CMA CGM TENERE OTXCR,0,19,"(1255, 1104)","(1589, 1138)"
Container No. : 1.T. No: CMAU4500544 / 40HQ(5370.48 KG) / C5686815 / 1099,0,20,"(85, 1156)","(735, 1230)"
"House B/L No OERT203720L00759 ‘Port of Discharge __ LOS ANGELES,CA ‘Place of Delivery  LOS ANGELES,CA",0,23,"(852, 1156)","(1119, 1370)"
AMS House BL No.,0,21,"(1247, 1153)","(1481, 1189)"
E.T.A 11/09/2022  E.T.A. 11/09/2022,0,0,"(1371, 1230)","(1521, 1363)"
"MARK DESCRIPTION  TUFFY WORLD'S PET TOYS THIS SHIPMENT CONTAINS NO ""TUFF""EST SOFT DOG WOOD PACKING MATERIALS. CY TO DOOR TOY TUFFY MODEL  MADE IN CHINA  DURAFORCE",0,0,"(97, 1393)","(925, 1580)"
PKGS  1099 CTN 40HQ x 1,0,0,"(995, 1392)","(1129, 1496)"
WEIGHT  5370.48 kgs 11839.760208 Ibs,0,0,"(1147, 1393)","(1366, 1496)"
MEASUREMENT  68.146 cbm 2406.541917 cft,0,0,"(1394, 1393)","(1603, 1496)"
5370.48 KG,0,0,"(1211, 1520)","(1361, 1552)"
68.146 CM,0,0,"(1463, 1520)","(1603, 1552)"
SPECIAL INSTRUCTION :,0,0,"(85, 1806)","(421, 1842)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(447, 1803)","(1607, 1918)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(82, 2051)","(1539, 2143)"
text,isAddress,block_num,left_top,right_bot
"OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703 TEL: (602) 275-9500 EMAIL: rcluff.pbhx@oecgroup.com  PICK-UP & DELIVERY INSTRUCTION",1,0,"(356, 59)","(1346, 287)"
"To Trucking Co.  NGL TRANSPORTATION  6602 W. GRANT ST.  SCAC CODE NGLN  PHOENIX, AZ 85043  Joon Park  TEL :623-930-0932 FAX :623-937-2576 Pick-Up At :  FENIX MARINE TERMINAL- FIRMS CODE Y257  614 TERMINAL WAY  TERMINAL ISLAND, CA 90731, UNITED STATES OF AMERICA  IMPORT CSR  TEL :310-548-8815  u.import@fmslax.com Deliver To :  SAM LEVITZ  *“VERIFY ADDRESS W/ RECEIVER** 2020 W. PRINCE RD.  TUCSON AZ 85705",1,10,"(84, 300)","(835, 888)"
Date,0,2,"(851, 305)","(924, 340)"
By Rose Cluff,0,3,"(1247, 308)","(1395, 374)"
11/07/2022,0,2,"(861, 356)","(1003, 390)"
"| Commodity  WOODEN FURNITURE FOR P.0#351202 (CV083022LA01) BED, DRESSER, DRESSER TOP, NIGHTSTAND, CHEST SERVICE  Pick-Up Ref. No. CV083022LA01",0,7,"(851, 410)","(1222, 590)"
Total Pkgs. 288 CTN 40HQ x1,0,5,"(1247, 412)","(1395, 506)"
Pick-Up Contact,0,8,"(1247, 518)","(1457, 554)"
Pick-Up Date/Time,0,9,"(853, 625)","(1087, 662)"
Delivery Ref. No. OERT175720L00643,0,11,"(850, 728)","(1113, 802)"
Delivery Contact,0,12,"(1244, 728)","(1463, 770)"
Delivery Date/Time,0,13,"(850, 834)","(1092, 875)"
Last Free Day,0,14,"(1247, 834)","(1422, 873)"
"Bill To:  OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703  TEL : (602) 275-9500",1,15,"(85, 944)","(458, 1104)"
Billing Reference No.,0,16,"(850, 939)","(1120, 982)"
Carrier,0,17,"(1247, 944)","(1345, 974)"
VTOOI223675,0,16,"(861, 994)","(1039, 1026)"
CMA-CGM (AMERICA),0,17,"(1255, 1002)","(1530, 1036)"
Master B/L No,0,18,"(853, 1050)","(1035, 1082)"
Vessel & Voyage No,0,19,"(1245, 1048)","(1502, 1092)"
CMDUSGN1721187,0,18,"(861, 1103)","(1101, 1138)"
APL DUBLIN NE1MA,0,19,"(1255, 1102)","(1507, 1138)"
Container No. : 1.T. No: SEKU6451659 / 40HQ(6917.7 KG) / H9009655 / 288,0,20,"(85, 1156)","(701, 1230)"
"House B/L No OERT175720L00643 ‘Port of Discharge LOS ANGELES,CA ‘Place of Delivery LOS ANGELES,CA",0,23,"(852, 1156)","(1121, 1370)"
AMS House BL No.,0,21,"(1247, 1156)","(1483, 1188)"
E.T.A 11/13/2022  E.T.A. 11/13/2022,0,0,"(1371, 1230)","(1521, 1363)"
MARK,0,0,"(99, 1394)","(183, 1424)"
"DESCRIPTION  WOODEN FURNITURE FOR P.O#351202 (CV083022LA01) BED, DRESSER, DRESSER TOP, NIGHTSTAND, CHEST SERVICE MODE. CY/DOOR 'THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS""",0,0,"(387, 1393)","(929, 1580)"
PKGS  288 CTN 40HQ x 1,0,0,"(1001, 1394)","(1129, 1496)"
WEIGHT  6917.7 kgs 15250.76142 Ibs,0,0,"(1161, 1393)","(1366, 1494)"
MEASUREMENT  70.221 cbm 2479.8195045 cft,0,0,"(1393, 1393)","(1603, 1496)"
N/M,0,0,"(99, 1434)","(159, 1464)"
6917.7 KG,0,0,"(1223, 1520)","(1361, 1552)"
70.221 CM,0,0,"(1465, 1518)","(1603, 1552)"
SPECIAL INSTRUCTION :,0,0,"(85, 1806)","(421, 1842)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(447, 1803)","(1607, 1918)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(82, 2051)","(1539, 2143)"
text,isAddress,block_num,left_top,right_bot
"OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703 TEL: (602) 275-9500 EMAIL: rcluff.pbhx@oecgroup.com  PICK-UP & DELIVERY INSTRUCTION",1,0,"(356, 59)","(1346, 287)"
"To Trucking Co.  NGL TRANSPORTATION  6602 W. GRANT ST.  SCAC CODE NGLN  PHOENIX, AZ 85043  Joon Park  TEL :623-930-0932 FAX :623-937-2576 Pick-Up At :  FENIX MARINE TERMINAL- FIRMS CODE Y257  614 TERMINAL WAY  TERMINAL ISLAND, CA 90731, UNITED STATES OF AMERICA  IMPORT CSR  TEL :310-548-8815  u.import@fmslax.com Deliver To :  SAM LEVITZ  *“VERIFY ADDRESS W/ RECEIVER** 2020 W. PRINCE RD.  TUCSON AZ 85705",1,10,"(84, 300)","(835, 888)"
Date,0,2,"(851, 305)","(924, 340)"
By Rose Cluff,0,3,"(1247, 308)","(1395, 374)"
11/07/2022,0,2,"(861, 356)","(1003, 390)"
"| Commodity  WOODEN FURNITURE FOR P.0#351202 (CV083022LA01) BED, DRESSER, DRESSER TOP, NIGHTSTAND, CHEST SERVICE  Pick-Up Ref. No. CV083022LA01",0,7,"(851, 410)","(1222, 590)"
Total Pkgs. 288 CTN 40HQ x1,0,5,"(1247, 412)","(1395, 506)"
Pick-Up Contact,0,8,"(1247, 518)","(1457, 554)"
Pick-Up Date/Time,0,9,"(853, 625)","(1087, 662)"
Delivery Ref. No. OERT175720L00643,0,11,"(850, 728)","(1113, 802)"
Delivery Contact,0,12,"(1244, 728)","(1463, 770)"
Delivery Date/Time,0,13,"(850, 834)","(1092, 875)"
Last Free Day,0,14,"(1247, 834)","(1422, 873)"
"Bill To:  OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703  TEL : (602) 275-9500",1,15,"(85, 944)","(458, 1104)"
Billing Reference No.,0,16,"(850, 939)","(1120, 982)"
Carrier,0,17,"(1247, 944)","(1345, 974)"
VTOOI223675,0,16,"(861, 994)","(1039, 1026)"
CMA-CGM (AMERICA),0,17,"(1255, 1002)","(1530, 1036)"
Master B/L No,0,18,"(853, 1050)","(1035, 1082)"
Vessel & Voyage No,0,19,"(1245, 1048)","(1502, 1092)"
CMDUSGN1721187,0,18,"(861, 1103)","(1101, 1138)"
APL DUBLIN NE1MA,0,19,"(1255, 1102)","(1507, 1138)"
Container No. : 1.T. No: SEKU6451659 / 40HQ(6917.7 KG) / H9009655 / 288,0,20,"(85, 1156)","(701, 1230)"
"House B/L No OERT175720L00643 ‘Port of Discharge LOS ANGELES,CA ‘Place of Delivery LOS ANGELES,CA",0,23,"(852, 1156)","(1121, 1370)"
AMS House BL No.,0,21,"(1247, 1156)","(1483, 1188)"
E.T.A 11/13/2022  E.T.A. 11/13/2022,0,0,"(1371, 1230)","(1521, 1363)"
MARK,0,0,"(99, 1394)","(183, 1424)"
"DESCRIPTION  WOODEN FURNITURE FOR P.O#351202 (CV083022LA01) BED, DRESSER, DRESSER TOP, NIGHTSTAND, CHEST SERVICE MODE. CY/DOOR 'THIS SHIPMENT CONTAINS NO SOLID WOOD PACKING MATERIALS""",0,0,"(387, 1393)","(929, 1580)"
PKGS  288 CTN 40HQ x 1,0,0,"(1001, 1394)","(1129, 1496)"
WEIGHT  6917.7 kgs 15250.76142 Ibs,0,0,"(1161, 1393)","(1366, 1494)"
MEASUREMENT  70.221 cbm 2479.8195045 cft,0,0,"(1393, 1393)","(1603, 1496)"
N/M,0,0,"(99, 1434)","(159, 1464)"
6917.7 KG,0,0,"(1223, 1520)","(1361, 1552)"
70.221 CM,0,0,"(1465, 1518)","(1603, 1552)"
SPECIAL INSTRUCTION :,0,0,"(85, 1806)","(421, 1842)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(447, 1803)","(1607, 1918)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(82, 2051)","(1539, 2143)"
text,isAddress,block_num,left_top,right_bot
"OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703 TEL: (602) 275-9500 EMAIL: rcluff.pbhx@oecgroup.com  PICK-UP & DELIVERY INSTRUCTION",1,0,"(356, 59)","(1346, 287)"
"To Trucking Co.  NGL TRANSPORTATION  6602 W. GRANT ST.  SCAC CODE NGLN  PHOENIX, AZ 85043  Joon Park  TEL :623-930-0932 FAX :623-937-2576 Pick-Up At :  WBCT FIRMS CODE Y773  2050 JOHN GIBSON BLVD.  SAN PEDRO, CA 90731, UNITED STATES OF AMERICA  877-391-2725 -AUTO  TEL :310-519-2349",1,6,"(83, 300)","(759, 704)"
Date,0,2,"(851, 305)","(924, 340)"
By Rose Cluff,0,3,"(1247, 308)","(1395, 374)"
11/07/2022,0,2,"(861, 356)","(1003, 390)"
Commodity,0,4,"(851, 407)","(1008, 451)"
Total Pkgs. 1780 CTN 40HQ x1,0,5,"(1247, 412)","(1395, 506)"
PET TOYS THIS SHIPMENT CONTAINS NO. WOOD PACKING MATERIALS. CY TO DOOR,0,4,"(860, 461)","(1222, 503)"
Pick-Up Ref. No. 1877,0,7,"(853, 517)","(1063, 590)"
Pick-Up Contact,0,8,"(1246, 517)","(1458, 557)"
Pick-Up Date/Time,0,9,"(853, 625)","(1087, 662)"
"Deliver To :  VIP PRODUCTS - AZ WHSE 13685 W. Test Dr. HRS: 6AM-1PM OCT-MID JUNE 6AM GOODYEAR AZ 85338 NOAH NAGLE/ WHSE MGR Bill To:  OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703  TEL : (602) 275-9500",1,15,"(85, 732)","(479, 1104)"
Delivery Ref. No. OERT203720L00770,0,11,"(850, 728)","(1113, 802)"
Delivery Contact,0,12,"(1244, 728)","(1463, 770)"
Delivery Date/Time,0,13,"(850, 834)","(1092, 875)"
Last Free Day,0,14,"(1247, 834)","(1422, 873)"
Billing Reference No.,0,16,"(850, 939)","(1120, 982)"
Carrier,0,17,"(1247, 944)","(1345, 974)"
XMOOI222879,0,16,"(861, 994)","(1045, 1026)"
YANG MING MARINE (LA) - AP],0,17,"(1255, 1002)","(1625, 1036)"
Master B/L No,0,18,"(853, 1050)","(1035, 1082)"
Vessel & Voyage No,0,19,"(1245, 1048)","(1502, 1092)"
YMLUW228222044,0,18,"(861, 1104)","(1095, 1138)"
YM UNIFORMITY 061E,0,19,"(1255, 1104)","(1535, 1138)"
Container No. : 1.T. No: YMLU8658650 / 40HQ(6296.5 KG) / YMAM255487 / 1780,0,20,"(85, 1156)","(759, 1230)"
"House B/L No OERT203720L00770 ‘Port of Discharge LOS ANGELES,CA ‘Place of Delivery  LOS ANGELES,CA",0,23,"(852, 1156)","(1121, 1370)"
AMS House BL No.,0,21,"(1247, 1156)","(1487, 1188)"
E.T.A 11/10/2022  E.T.A. 11/10/2022,0,0,"(1371, 1230)","(1521, 1363)"
MARK,0,0,"(99, 1394)","(183, 1424)"
DESCRIPTION  PET TOYS THIS SHIPMENT CONTAINS NO WOOD PACKING MATERIALS. CY TO DOOR,0,0,"(389, 1393)","(925, 1496)"
PKGS  1780 CTN 40HQ x 1,0,0,"(993, 1392)","(1129, 1496)"
WEIGHT  6296.5 kgs 13881.2639 Ibs,0,0,"(1175, 1393)","(1366, 1496)"
MEASUREMENT  64.34 cbm 2272.13493 cft,0,0,"(1394, 1393)","(1603, 1496)"
MODEL MADE IN CHINA PRODUCTS UPC QUANTITY CASE UPC LOAD#,0,0,"(99, 1434)","(375, 1552)"
6296.5 KG,0,0,"(1223, 1518)","(1361, 1552)"
64.34 CM,0,0,"(1477, 1520)","(1603, 1552)"
SPECIAL INSTRUCTION :,0,0,"(85, 1806)","(421, 1842)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(447, 1803)","(1607, 1918)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(82, 2051)","(1539, 2143)"
text,isAddress,block_num,left_top,right_bot
"OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703 TEL: (602) 275-9500 EMAIL: rcluff.pbhx@oecgroup.com  PICK-UP & DELIVERY INSTRUCTION",1,0,"(356, 59)","(1346, 287)"
"To Trucking Co.  NGL TRANSPORTATION 6602 W. GRANT ST. SCAC CODE NGLN PHOENIX, AZ 85043 Joon Park TEL :623-930-0932 FAX :623-937-2576 Pick-Up At : YUSEN TERMINAL / BERTH 214 FIRMS CODE Y790 701 NEWDOCK AVE. TERMINAL ISLAND, CA 90731, UNITED STATES OF AMERICA MARSHA TEL :310 -548-8000 FAX :310-548-8292",1,6,"(83, 300)","(835, 704)"
Date,0,2,"(851, 305)","(924, 340)"
By Rose Cluff,0,3,"(1247, 308)","(1395, 374)"
11/07/2022,0,2,"(861, 356)","(1003, 390)"
| Commodity Total Pkgs.  ALUMINUM PIPE ACCESSORIES GFCI ELECTRICAL BOX PLASTIC ELECTRICAL BOX COVER PLASTIC SWITCH PLATES STE  Pick-Up Ref. No. Pick-Up Contact,0,8,"(851, 407)","(1457, 554)"
Pick-Up Date/Time,0,9,"(853, 625)","(1087, 662)"
"Deliver To :  Freeport Distribution Center - For TITAN3 431 N. 47th Avenue Phoenix AZ-US 85043 Doree Shaver TEL:602-415-5907 d.shaver@freeport-logistics.com  Bill To:  OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703  TEL : (602) 275-9500",1,15,"(85, 732)","(575, 1104)"
Delivery Ref. No. OERT215720L00742,0,11,"(850, 728)","(1113, 802)"
Delivery Contact,0,12,"(1244, 728)","(1463, 770)"
Delivery Date/Time,0,13,"(850, 834)","(1092, 875)"
Last Free Day,0,14,"(1247, 834)","(1422, 873)"
Billing Reference No.,0,16,"(850, 939)","(1120, 982)"
Carrier,0,17,"(1247, 944)","(1345, 974)"
NBOOI224430,0,16,"(861, 994)","(1041, 1026)"
OCEAN NETWORK EXPRESS PTE LTD  Vessel & Voyage No,0,19,"(1245, 986)","(1619, 1092)"
Master B/L No,0,18,"(853, 1050)","(1035, 1082)"
ONEYNB2BFH661400,0,18,"(861, 1103)","(1131, 1137)"
ONE TRITON 096E,0,19,"(1255, 1104)","(1489, 1138)"
Container No. : 1.T. No:  NYKU4420910 / 40HQ(15293 KG) / CNCD68125 / 11719 TLLU5521918 / 40HQ(16589 KG) / CNBZ33414 / 10790,0,20,"(85, 1156)","(747, 1258)"
"House B/L No OERT215720L00742 ‘Port of Discharge __ LOS ANGELES,CA ‘Place of Delivery  LOS ANGELES,CA",0,23,"(852, 1156)","(1119, 1370)"
AMS House BL No.,0,21,"(1247, 1156)","(1489, 1188)"
E.T.A 11/13/2022  E.T.A. 11/13/2022,0,0,"(1371, 1230)","(1521, 1363)"
MARK,0,0,"(99, 1394)","(183, 1424)"
DESCRIPTION,0,0,"(397, 1393)","(583, 1427)"
PKGS,0,0,"(1045, 1394)","(1129, 1426)"
WEIGHT,0,0,"(1250, 1393)","(1366, 1425)"
MEASUREMENT,0,0,"(1394, 1393)","(1602, 1425)"
***See Attachment***,0,0,"(421, 1490)","(675, 1522)"
SPECIAL INSTRUCTION :,0,0,"(85, 1806)","(421, 1842)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(447, 1803)","(1607, 1918)"
"OEC Shipping Los Angeles Inc, performs all services under NCBFAA's ""TERMS AND CONDITIONS OF SERVICE"" which limits for OEC Shipping Los Angeles Incs' liability ONLY and excludes ALL other third parties involved. This liability, under para. 9(d)(i) & (ii) of NCBFAA, includes negligence in the sum of $50.00 per shipment and is also for OEC Shipping Los Angeles, Inc.",0,0,"(82, 2051)","(1539, 2143)"
text,isAddress,block_num,left_top,right_bot
"OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703 TEL: (602) 275-9500 EMAIL: dyoung.phx@oecgroup.com  PICK-UP & DELIVERY INSTRUCTION",1,0,"(356, 59)","(1346, 287)"
"To Trucking Co.  NGL TRANSPORTATION (ARIZONA)  6602 W. GRANTST.  PHOENIX, AZ 85043  DELIVERY ORDER  TEL :623-930-0932  DSP.PHX@NGLTRANS.COM Pick-Up At :  WBCT FIRMS CODE Y773  2050 JOHN GIBSON BLVD.  SAN PEDRO, CA 90731, UNITED STATES OF AMERICA  877-391-2725 -AUTO  TEL :310-519-2349",1,6,"(83, 300)","(759, 704)"
Date,0,2,"(851, 305)","(924, 340)"
By Deborah Young,0,3,"(1247, 308)","(1451, 378)"
11/04/2022,0,2,"(861, 356)","(1003, 390)"
"| Commodity  1*40HQ CONTAINER OF FURNITURE - SOFA PO#30822 CUSTOMER PO:CV1221SLB0515 H.S. CODE:940161 ""THIS S  Pick-Up Ref. No. 30822/CV1221SLB0515",0,7,"(851, 409)","(1224, 590)"
Total Pkgs. 81 PKG,0,5,"(1247, 412)","(1395, 476)"
—21 PKG Pick-Up Contact,0,8,"(1245, 501)","(1458, 557)"
Pick-Up Date/Time,0,9,"(853, 625)","(1087, 662)"
Deliver To :  SAM LEVITZ  *“VERIFY ADDRESS W/ RECEIVER** 2020 W. PRINCE RD.  TUCSON AZ 85705,1,10,"(85, 732)","(545, 888)"
Delivery Ref. No. OERT202720L00367,0,11,"(850, 728)","(1113, 802)"
Delivery Contact,0,12,"(1244, 728)","(1463, 770)"
Delivery Date/Time,0,13,"(850, 834)","(1092, 875)"
Last Free Day,0,14,"(1247, 834)","(1422, 873)"
"Bill To:  OEC Shipping Los Angeles Inc. 13100 Alondra Blvd. Suite 100 Cerritos, CA 90703  TEL : (602) 275-9500",1,15,"(85, 944)","(458, 1104)"
Billing Reference No.,0,16,"(850, 939)","(1120, 982)"
Carrier,0,17,"(1247, 944)","(1345, 974)"
SZNOI223423,0,16,"(861, 994)","(1037, 1026)"
MSC (HOUSTON) Vessel & Voyage No,0,19,"(1245, 997)","(1502, 1092)"
Master B/L No,0,18,"(853, 1050)","(1035, 1082)"
MEDUZD195216,0,18,"(861, 1104)","(1067, 1138)"
MSC GIULIA FV240,0,19,"(1255, 1104)","(1497, 1138)"
Container No. : 1.T. No: MEDU4732070 / 40HQ(3969 KG) / FJ15985211 / 81,0,20,"(85, 1156)","(691, 1230)"
"House B/L No OERT202720L00367 ‘Port of Discharge __ LOS ANGELES,CA ‘Place of Delivery  LOS ANGELES,CA",0,23,"(852, 1156)","(1119, 1370)"
AMS House BL No.,0,21,"(1247, 1156)","(1483, 1188)"
E.T.A 11/08/2022  E.T.A. 11/08/2022,0,0,"(1371, 1230)","(1521, 1363)"
MARK,0,0,"(99, 1394)","(183, 1424)"
